City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
454,Manturovo,RU,58.3353,44.7619,31.05,95,13,4.36,few clouds
455,Bathsheba,BB,13.2167,-59.5167,81.21,89,40,11.5,scattered clouds
456,Honiara,SB,-9.4333,159.95,84.38,77,95,1.32,overcast clouds
457,Jega,NG,12.2175,4.3792,75.9,45,51,3.6,broken clouds
458,Belaya Gora,RU,68.5333,146.4167,8.08,88,6,4.47,clear sky
459,Smolenskoye,RU,52.3044,85.0781,44.69,47,100,5.32,overcast clouds
460,Roald,NO,62.5833,6.1333,40.75,87,100,9.22,overcast clouds
461,Tadine,NC,-21.55,167.8833,73.94,62,87,16.11,overcast clouds
462,Nuevitas,CU,21.5453,-77.2644,75.7,86,49,1.95,scattered clouds
463,Bien Hoa,VN,10.95,106.8167,82.38,70,75,10.36,broken clouds
464,Hamilton,US,39.1834,-84.5333,43.57,50,0,6.91,clear sky
465,Nizwa,OM,22.9333,57.5333,81.28,18,37,0.29,scattered clouds
466,Coihaique,CL,-45.5752,-72.0662,50.61,96,95,7.27,light rain
467,Ouadda,CF,8.0777,22.4007,66.7,95,100,3.2,overcast clouds
468,Mabaruma,GY,8.2,-59.7833,73.35,98,33,1.99,scattered clouds
469,Botou,CN,38.0667,116.5667,67.95,25,62,13.98,broken clouds
470,Mareeba,AU,-17.0,145.4333,86.43,72,63,5.93,broken clouds
471,Tubmanburg,LR,6.8708,-10.8172,71.35,99,95,1.16,light rain
472,Nuqui,CO,5.7125,-77.2708,75.97,91,97,4.0,light rain
473,Havre-Saint-Pierre,CA,50.2334,-63.5986,52.16,100,100,14.97,moderate rain
474,Chapais,CA,49.7834,-74.8492,33.58,95,100,3.42,overcast clouds
475,Curup,ID,-3.4667,102.5333,76.1,75,100,3.06,overcast clouds
476,Bud,US,39.447,-86.1758,40.98,55,18,7.47,few clouds
477,Beinamar,TD,8.6698,15.3813,71.15,89,88,1.34,overcast clouds
478,Berlevag,NO,70.8578,29.0864,37.35,75,75,36.82,light snow
479,Terracina,IT,41.2863,13.2217,66.92,67,0,4.14,clear sky
480,Ostersund,SE,63.1792,14.6357,41.45,93,75,14.97,broken clouds
481,Yulara,AU,-25.2406,130.9889,79.92,28,0,4.65,clear sky
482,San Patricio,US,28.017,-97.5169,65.84,41,0,6.87,clear sky
483,Rawson,AR,-43.3002,-65.1023,64.18,42,100,15.73,overcast clouds
484,Jibuti,DJ,11.5,42.5,74.16,66,0,8.57,clear sky
485,Mandalgovi,MN,45.7625,106.2708,44.82,32,100,13.4,overcast clouds
486,North Bend,US,43.4065,-124.2243,54.91,99,20,6.91,mist
487,Tignere,CM,7.3667,12.65,64.6,90,100,0.92,light rain
488,Doka,SD,13.5167,35.7667,71.55,86,11,5.3,few clouds
489,Port-Cartier,CA,50.0334,-66.8654,50.22,99,99,2.66,heavy intensity rain
490,Nantucket,US,41.2835,-70.0995,55.51,54,75,16.11,broken clouds
491,Liuhe,CN,42.2401,125.7172,58.06,51,1,10.33,clear sky
492,Kavaratti,IN,10.5669,72.642,81.05,79,61,9.48,broken clouds
493,Port Alberni,CA,49.2413,-124.8028,58.93,86,100,1.99,overcast clouds
494,Esperance,AU,-33.8667,121.9,66.58,75,83,18.9,broken clouds
495,Saint Anthony,US,45.0205,-93.218,42.73,42,0,5.75,clear sky
496,Zhigansk,RU,66.7697,123.3711,14.95,88,99,3.11,overcast clouds
497,Changtu,CN,42.7788,124.0955,63.55,43,5,21.5,clear sky
498,Hatillo,PR,18.4863,-66.8254,78.33,92,6,1.01,clear sky
499,Noshiro,JP,40.2039,140.0242,61.63,53,50,15.59,scattered clouds
500,Angermunde,DE,53.015,13.9992,36.21,85,47,5.95,scattered clouds
501,Morant Bay,JM,17.8815,-76.4093,83.82,83,20,4.52,few clouds
502,Malakal,SS,9.5334,31.6605,72.45,84,27,2.33,scattered clouds
503,Osypenko,UA,46.9136,36.8253,52.77,79,100,9.75,overcast clouds
504,Sandusky,US,41.3501,-83.1332,38.84,81,29,1.99,scattered clouds
505,Padre Bernardo,BR,-15.35,-48.5,80.29,32,72,3.36,broken clouds
506,Tura,IN,25.5198,90.2201,81.1,57,32,3.53,scattered clouds
507,Novyy Starodub,UA,48.5158,33.1733,40.68,93,100,24.25,light rain
508,Curuca,BR,-0.7289,-47.8481,77.9,80,97,6.42,overcast clouds
509,Botshabelo,ZA,-29.2702,26.7052,60.17,69,79,4.23,broken clouds
510,Nampula,MZ,-15.1165,39.2666,67.95,88,0,5.75,clear sky
511,Tubinskiy,RU,52.8892,58.2225,38.53,93,100,4.07,overcast clouds
512,Kieta,PG,-6.2167,155.6333,86.27,64,52,5.57,broken clouds
513,Yokadouma,CM,3.5167,15.05,69.03,100,100,1.63,moderate rain
514,Skibbereen,IE,51.55,-9.2667,57.11,95,94,15.21,overcast clouds
515,Shingu,JP,33.7333,135.9833,68.23,42,0,5.57,clear sky
516,Baracoa,CU,20.3467,-74.4958,77.72,85,27,1.99,scattered clouds
517,Lucapa,AO,-8.4192,20.7447,64.0,95,83,1.12,broken clouds
518,Lumphat,KH,13.4878,106.9816,85.41,66,65,2.53,broken clouds
519,Camacupa,AO,-12.0167,17.4833,61.25,89,100,3.33,light rain
520,Chengde,CN,40.9725,117.9361,62.94,28,100,2.04,overcast clouds
521,Kununurra,AU,-15.7667,128.7333,98.58,36,96,4.61,overcast clouds
522,Kaeo,NZ,-35.1,173.7833,66.33,66,49,11.27,scattered clouds
523,Hurghada,EG,27.2574,33.8129,75.24,41,0,10.36,clear sky
524,Asyut,EG,27.181,31.1837,66.38,53,7,7.67,clear sky
525,Pasighat,IN,28.0667,95.3333,80.8,52,0,3.36,clear sky
526,The Valley,AI,18.217,-63.0578,82.81,75,1,18.45,clear sky
527,Springbok,ZA,-29.6643,17.8865,55.44,78,10,3.83,clear sky
528,Vestmanna,FO,62.1564,-7.1664,41.92,75,100,11.5,overcast clouds
529,Ushtobe,KZ,45.2514,77.9838,52.38,39,90,16.98,overcast clouds
530,Powell River,CA,49.8496,-124.5361,59.32,76,91,2.17,overcast clouds
531,Herat,AF,34.5,62.0,53.83,45,0,1.92,clear sky
532,Shasta Lake,US,40.6804,-122.3708,81.32,29,0,5.7,clear sky
533,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,41.59,45,75,15.66,broken clouds
534,Kedrovoye,RU,57.1576,60.5698,31.55,72,98,8.84,overcast clouds
535,Carupano,VE,10.6678,-63.2585,78.03,89,13,7.7,few clouds
536,Nehe,CN,48.4833,124.8333,55.58,27,91,5.68,overcast clouds
537,Cochrane,CA,51.1834,-114.4687,66.47,16,0,9.22,clear sky
538,Port Blair,IN,11.6667,92.75,81.99,78,30,14.92,scattered clouds
539,Moose Factory,CA,51.2585,-80.6094,33.8,100,100,4.61,overcast clouds
540,Dakar,SN,14.6937,-17.4441,80.73,94,40,6.91,scattered clouds
541,Pafos,CY,34.7667,32.4167,69.58,94,75,13.8,light rain
542,Kaura Namoda,NG,12.5898,6.5779,76.82,31,100,5.7,overcast clouds
543,Ulaanbaatar,MN,47.9077,106.8832,39.33,75,40,8.95,scattered clouds
544,Matara,LK,5.9485,80.5353,79.84,84,100,12.64,overcast clouds
545,Oriximina,BR,-1.7656,-55.8661,76.5,86,27,3.04,scattered clouds
546,Shahr-E Babak,IR,30.1165,55.1186,62.26,27,15,3.02,few clouds
547,Copala,MX,16.65,-98.9833,76.3,84,100,10.07,overcast clouds
548,Togur,RU,58.3631,82.8265,38.14,94,100,11.39,overcast clouds
549,Mehriz,IR,31.5917,54.4318,59.5,31,0,0.83,clear sky
550,Almaznyy,RU,48.0448,40.045,47.35,77,100,3.53,overcast clouds
551,High Level,CA,58.5169,-117.136,44.71,81,40,4.61,scattered clouds
552,Villa Rica,US,33.7321,-84.9191,47.39,82,2,4.65,clear sky
553,Linping,CN,30.4225,120.2972,69.75,54,20,11.99,few clouds
554,Olafsvik,IS,64.8945,-23.7142,43.66,78,99,20.36,overcast clouds
555,Afsin,TR,38.2477,36.914,53.06,73,6,1.39,clear sky
556,Sembakung,ID,3.8167,117.25,92.16,53,100,0.72,overcast clouds
557,Kant,IN,27.8,79.8,78.06,57,0,5.23,clear sky
558,Ajdabiya,LY,30.7554,20.2263,67.32,68,90,7.54,overcast clouds
559,Huamachuco,PE,-7.8,-78.0667,52.75,69,100,2.15,overcast clouds
560,Turukhansk,RU,65.8167,87.9833,34.02,97,100,21.43,overcast clouds
561,Nizhniy Kuranakh,RU,58.8353,125.4869,27.32,92,100,10.18,light snow
562,Thaba-Tseka,LS,-29.522,28.6084,55.58,76,80,1.59,broken clouds
563,Arlit,NE,18.7369,7.3853,74.7,24,0,6.87,clear sky
564,Darnah,LY,32.767,22.6367,67.87,77,24,10.02,light rain
565,San Juan,AR,-31.5375,-68.5364,62.06,51,61,1.63,broken clouds
566,Mnogovershinnyy,RU,53.9353,139.9242,38.39,72,75,13.35,broken clouds
567,Terrace,CA,54.5163,-128.6035,53.51,87,100,17.27,overcast clouds
568,Taltal,CL,-25.4,-70.4833,60.13,67,0,1.25,clear sky
569,Riyadh,SA,24.6877,46.7219,66.34,17,3,2.26,clear sky
570,Vrangel,RU,42.7297,133.0839,56.59,62,0,17.2,clear sky
571,Daru,PG,-9.0763,143.2092,83.07,78,89,9.15,overcast clouds
572,Kisanga,TZ,-7.4362,37.7034,72.37,73,84,2.13,broken clouds
573,Mawlaik,MM,23.6333,94.4167,84.52,59,23,3.06,few clouds
574,Norrtalje,SE,59.758,18.705,38.01,86,27,5.19,scattered clouds
575,Les Cayes,HT,18.2,-73.75,77.09,82,58,3.94,broken clouds
576,Ndungu,TZ,-4.3667,38.05,67.73,86,97,0.49,overcast clouds
577,Smithers,CA,54.7804,-127.1743,50.32,57,75,2.3,broken clouds
578,Biltine,TD,14.5333,20.9167,78.58,26,31,8.79,scattered clouds
579,Klaksvik,FO,62.2266,-6.589,43.72,73,47,18.59,scattered clouds
580,Wanning,CN,18.8003,110.3967,77.58,91,99,7.61,overcast clouds
581,San-Pedro,CI,4.7485,-6.6363,74.01,93,97,3.18,moderate rain
582,Sao Felix Do Xingu,BR,-6.6447,-51.995,74.21,73,6,1.57,clear sky
583,Tarko-Sale,RU,64.9225,77.785,36.93,97,100,17.72,overcast clouds
584,Tevaitoa,PF,-16.7833,-151.5,79.12,76,25,9.64,light rain
585,Raton,US,36.9034,-104.4391,49.05,36,0,3.44,clear sky
586,Banfora,BF,10.6333,-4.7667,72.25,88,47,3.38,light rain
587,Marienburg,PL,54.0359,19.0266,41.88,73,82,6.58,broken clouds
588,Majene,ID,-3.5403,118.9707,86.2,67,100,4.81,overcast clouds
589,Tongren,CN,27.7172,109.1853,77.99,17,96,2.15,overcast clouds
590,Mehamn,NO,71.0357,27.8492,37.31,86,75,27.63,light snow
591,Port Moresby,PG,-9.4431,147.1797,80.02,94,75,11.5,broken clouds
592,Ranau,MY,5.9538,116.6641,80.33,79,100,2.06,overcast clouds
593,Bialystok,PL,53.1333,23.15,30.97,92,10,5.26,clear sky
594,Kelvington,CA,52.1667,-103.5343,49.51,57,77,6.58,broken clouds
595,Comodoro Rivadavia,AR,-45.8667,-67.5,62.46,36,0,24.16,clear sky
596,Caravelas,BR,-17.7125,-39.2481,72.48,81,47,6.55,scattered clouds
597,Batagay-Alyta,RU,67.8006,130.4114,12.94,82,42,3.13,scattered clouds
598,Sakakah,SA,29.9697,40.2064,67.57,18,79,6.73,broken clouds
599,Eyl,SO,7.9803,49.8164,79.66,74,79,15.21,broken clouds
600,Manoel Urbano,BR,-8.8389,-69.2597,75.11,80,64,3.15,broken clouds
601,Minggang,CN,32.4586,114.0486,69.93,27,30,4.45,scattered clouds
602,Hambantota,LK,6.1241,81.1185,84.54,79,95,9.22,overcast clouds
603,Ormara,PK,25.2088,64.6357,79.52,66,100,6.24,overcast clouds
604,Fallon,US,39.4735,-118.7774,60.93,23,20,0.0,few clouds
605,Najran,SA,17.4924,44.1277,59.65,23,0,0.29,clear sky
606,Cuamba,MZ,-14.8031,36.5372,72.54,63,67,5.17,broken clouds
607,Igarka,RU,67.4667,86.5833,33.22,98,100,19.8,snow
608,Swan River,CA,52.1058,-101.2676,37.29,81,59,2.3,broken clouds
609,Dumas,US,35.8656,-101.9732,57.54,50,0,9.22,clear sky
610,Umm Kaddadah,SD,13.6017,26.6876,79.47,25,6,14.63,clear sky
611,Khorixas,NA,-20.3667,14.9667,66.2,55,0,4.59,clear sky
612,Raga,SS,8.4596,25.678,69.98,88,36,3.6,scattered clouds
613,Presidente Medici,BR,-11.1753,-61.9014,73.11,93,97,2.44,overcast clouds
614,Yenagoa,NG,4.9247,6.2642,74.59,94,98,3.4,overcast clouds
615,Vanimo,PG,-2.6741,141.3028,85.24,66,98,7.02,overcast clouds
616,Ngunguru,NZ,-35.6167,174.5,63.7,55,81,13.38,broken clouds
617,Maneadero,MX,31.7167,-116.5667,71.1,55,0,3.0,clear sky
618,Dickinson,US,29.4608,-95.0513,60.94,59,0,3.44,clear sky
619,Greystones,IE,53.1408,-6.0631,56.91,97,100,11.25,overcast clouds
620,Toropets,RU,56.4978,31.6353,33.17,96,66,5.91,broken clouds
621,College,US,64.8569,-147.8028,33.21,93,100,0.0,fog
622,Fereydun Kenar,IR,36.6864,52.5225,70.81,62,6,5.68,clear sky
623,Massaguet,TD,12.4755,15.4365,79.9,23,11,8.16,few clouds
624,Varkkallai,IN,8.7341,76.7067,83.98,77,88,4.88,overcast clouds
625,Bereda,ES,43.2686,-7.5406,56.14,80,10,9.57,clear sky
626,Porto Franco,BR,-6.3383,-47.3992,77.2,56,16,4.16,few clouds
627,Lexington Park,US,38.2668,-76.4538,50.67,77,0,5.75,clear sky
628,San Ramon,US,37.7799,-121.978,77.76,41,0,4.61,clear sky
629,Agutaya,PH,11.148,120.9417,83.53,76,89,10.33,overcast clouds
630,Sosnovo-Ozerskoye,RU,52.5249,111.5418,38.03,44,79,2.59,broken clouds
631,Geraldton,AU,-28.7667,114.6,73.81,53,75,12.66,broken clouds
632,Cestas,FR,44.7435,-0.6791,60.73,96,0,12.66,clear sky
633,Villaviciosa,ES,43.4813,-5.4357,60.96,100,1,7.2,clear sky
634,Harrismith,ZA,-28.2728,29.1295,56.97,86,72,4.72,broken clouds
635,Ponot,PH,8.452,123.0222,83.73,77,92,3.89,overcast clouds
636,Yerbogachen,RU,61.2767,108.0108,31.64,75,93,7.92,overcast clouds
637,Ambilobe,MG,-13.2,49.05,74.43,51,0,5.01,clear sky
638,Vila Franca Do Campo,PT,37.7167,-25.4333,63.01,75,100,11.39,overcast clouds
639,Gresham,US,45.4982,-122.4315,65.66,75,0,5.99,haze
640,Victor Harbor,AU,-35.5667,138.6167,70.68,79,92,1.01,overcast clouds
641,Kidal,ML,18.4411,1.4078,75.88,25,92,11.07,overcast clouds
642,Ciudad Bolivar,VE,8.1222,-63.5497,80.37,75,100,10.54,overcast clouds
643,Andenes,NO,69.3143,16.1194,38.93,81,75,0.0,broken clouds
644,Provost,CA,52.3501,-110.2683,48.65,32,32,6.87,scattered clouds
645,San Policarpo,PH,12.1791,125.5072,82.02,77,100,11.18,overcast clouds
646,Mackay,AU,-21.15,149.2,79.54,76,55,7.36,light rain
647,Kintampo,GH,8.0563,-1.7306,70.34,94,69,3.65,broken clouds
648,Birjand,IR,32.8663,59.2211,45.07,45,0,4.61,clear sky
649,Carballo,ES,43.213,-8.691,59.77,88,60,13.49,broken clouds
650,Inongo,CD,-1.95,18.2667,71.29,98,100,0.87,moderate rain
651,Ulaangom,MN,49.9811,92.0667,38.23,58,83,5.39,broken clouds
652,Santiago Del Estero,AR,-27.7951,-64.2615,63.32,89,100,12.73,overcast clouds
653,Gigmoto,PH,13.7796,124.39,84.27,75,80,1.86,light rain
654,Lata,PT,40.1629,-8.3327,59.07,95,12,6.33,few clouds
655,Northam,GB,51.0333,-4.2167,55.62,94,100,8.41,overcast clouds
656,Chernyshevsk,RU,52.5243,117.0174,42.44,39,83,3.83,broken clouds
657,Sayat,TM,38.7839,63.8803,44.47,41,0,9.82,clear sky
658,Yanam,IN,16.7333,82.2167,82.27,81,13,7.25,few clouds
659,Kargil,IN,34.5667,76.1,35.47,49,99,5.37,light rain
660,Anori,BR,-3.7728,-61.6442,74.55,97,100,1.3,overcast clouds
661,Lebyazhye,RU,55.2689,66.4947,40.55,88,100,9.51,overcast clouds
662,Zabol,AF,32.25,67.25,58.12,23,0,1.3,clear sky
663,Nancha,CN,47.1333,129.2667,54.54,36,26,8.16,scattered clouds
664,Sibolga,ID,1.7427,98.7792,81.46,71,100,1.7,heavy intensity rain
665,Chardara,KZ,41.2547,67.9692,50.9,64,1,8.88,clear sky
666,Kalabo,ZM,-14.97,22.6814,67.98,55,42,6.38,scattered clouds
667,Tres Arroyos,AR,-38.3739,-60.2798,59.25,72,100,10.67,overcast clouds
668,Velingara,SN,13.15,-14.1167,72.45,94,94,6.55,overcast clouds
669,Oktyabrskoye,RU,43.0645,44.7417,44.74,100,93,0.0,mist
670,Safaga,EG,26.7292,33.9365,78.01,46,21,14.65,few clouds
671,Margate,GB,51.3813,1.3862,59.9,91,100,4.0,overcast clouds
672,Pastavy,BY,55.1168,26.8326,32.07,95,18,7.18,few clouds
673,Inuvik,CA,68.3499,-133.7218,25.81,93,100,8.05,light snow
674,Seydi,TM,39.4816,62.9137,54.91,38,0,14.76,clear sky
675,Topeka,US,39.0483,-95.678,49.78,56,0,3.44,clear sky
676,Taybad,IR,34.74,60.7756,52.79,48,0,3.15,clear sky
677,Montecristo,CO,8.2971,-74.4733,73.8,99,96,1.43,overcast clouds
678,Makakilo City,US,21.3469,-158.0858,73.72,88,100,9.22,mist
679,Santa Rita,BR,-7.1139,-34.9781,75.87,83,40,6.91,scattered clouds
680,Tianpeng,CN,30.9866,103.9393,72.07,54,99,5.79,overcast clouds
681,Koumac,NC,-20.5667,164.2833,76.1,74,53,13.0,broken clouds
682,Tagusao,PH,9.1924,117.8141,83.37,74,100,2.51,heavy intensity rain
